"PlayerName","PlayerPosition","Team","eMIN","eFG","eFT","eThrPM","eREB","eAST","eSTL","eBLK","eTO","ePTS","FGA2014","FTA2014"
"Anthony Davis","PF,C","NOR",35.9,0.53,0.807,0.4,10.4,2.8,1.5,3,1.5,26,17.6323529411765,6.77941176470588
"Stephen Curry","PG,SG","GS",33.5,0.49,0.904,3.8,4.1,7.6,2.1,0.2,3.2,23.8,16.7625,4.2125
"James Harden","SG,SF","HOU",37.1,0.459,0.871,2.7,5.3,5.9,2,0.6,3.5,27.2,18.1481481481481,10.1728395061728
"Kevin Durant","SF,PF","OKC",37.7,0.512,0.878,2.2,6.9,4.7,1.2,0.8,3.3,28.1,17.2962962962963,6.33333333333333
"LeBron James","SF,PF","CLE",36.5,0.502,0.726,1.9,6.2,7.3,1.6,0.6,3.8,24.8,18.536231884058,7.65217391304348
"Chris Paul","PG","LAC",34.8,0.489,0.887,1.8,4.2,10.9,2.1,0.2,2.3,18.8,14.2682926829268,3.91463414634146
"Russell Westbrook","PG","OKC",33.8,0.437,0.828,1.3,6.6,8,2,0.2,4.1,24.4,21.955223880597,9.76119402985075
"DeMarcus Cousins","PF,C","SAC",34,0.474,0.762,0,12.7,4,1.7,1.7,4,24.4,18.0677966101695,9.16949152542373
"Kawhi Leonard","SG,SF","SA",32.8,0.491,0.813,1.3,7.5,2.7,2.3,0.8,1.7,19,12.84375,3.9375
"Carmelo Anthony","SF,PF","NY",37.3,0.448,0.825,1.8,6.9,3,1.1,0.5,2.4,26.1,20.15,5.925
"Klay Thompson","SG,SF","GS",32.3,0.467,0.889,3.2,3.1,3,1.2,0.6,2,22.7,16.8701298701299,3.32467532467532
"Jimmy Butler","SG,SF","CHI",37.8,0.468,0.839,1.4,5.9,3.6,1.8,0.5,1.5,21,14.0307692307692,7.12307692307692
"Damian Lillard","PG","POR",37.5,0.42,0.866,2.8,4.8,6.5,1.1,0.3,3,25.5,16.5853658536585,4.85365853658537
"John Wall","PG","WSH",35.8,0.45,0.799,0.8,4.4,9.9,1.8,0.6,3.7,17.4,14.7594936708861,4.58227848101266
"Rudy Gobert","C","UTA",35.5,0.574,0.633,0,12.7,1.9,1,2.8,1.9,13.5,5.20731707317073,3.32926829268293
"LaMarcus Aldridge","PF,C","SA",31.9,0.501,0.837,0.1,9.8,1.9,0.7,1.1,1.5,19.6,19.9295774647887,5.09859154929577
"Serge Ibaka","PF,C","OKC",32.8,0.527,0.804,1.3,8,0.9,0.5,2.6,1.5,15.4,12.28125,1.71875
"Al Horford","PF,C","ATL",30.9,0.544,0.746,0.1,7,3.3,0.9,1.3,1.5,15.7,12.6973684210526,1.85526315789474
"Blake Griffin","PF,C","LAC",35.9,0.514,0.735,0.1,8.3,5.1,0.9,0.6,2.5,24.1,17.0746268656716,6.37313432835821
"Paul George","SG,SF,PF","IND",36.6,0.433,0.842,2.2,7.4,3.7,1.8,0.6,2.9,22.5,8.16666666666667,1.83333333333333
"Paul Millsap","PF,C","ATL",33.1,0.48,0.749,1.1,8,3.2,1.7,1,2.3,17.1,12.7397260273973,4.61643835616438
"Kevin Love","PF,C","CLE",34.8,0.44,0.806,2.1,10,2.4,0.7,0.5,1.9,18,12.6933333333333,4.28
"Nikola Vucevic","PF,C","ORL",34.6,0.528,0.759,0,11.5,2,0.8,1,2,18.8,16.2972972972973,2.94594594594595
"Kyrie Irving","PG,SG","CLE",34.3,0.461,0.862,2.1,2.8,4.8,1.5,0.3,2.5,20.4,16.4666666666667,4.86666666666667
"Marc Gasol","C","MEM",33.9,0.49,0.797,0,8.1,3.8,0.9,1.7,2.2,18.9,13.2345679012346,5.4320987654321
"Kyle Lowry","PG","TOR",35.1,0.415,0.81,2,4.8,7.1,1.7,0.2,2.5,18.7,14.9,4.45714285714286
"Draymond Green","SF,PF","GS",32.3,0.443,0.663,1.4,8.3,3.9,1.6,1.5,1.9,11.9,9.68354430379747,2.53164556962025
"Nerlens Noel","PF,C","PHI",32.8,0.482,0.627,0,8.9,2,1.9,2.2,2.1,12.8,8.70666666666667,3.06666666666667
"Pau Gasol","PF,C","CHI",33.7,0.488,0.781,0.1,10,2.9,0.4,1.4,2.1,17.8,14.7820512820513,4.69230769230769
"DeAndre Jordan","C","LAC",34.1,0.693,0.404,0,13.9,0.7,1,2.3,1.4,11.2,6.51219512195122,5.74390243902439
"Brook Lopez","C","BKN",31.8,0.522,0.81,0,8.3,0.8,0.6,1.8,1.6,19.4,13.7083333333333,3.80555555555556
"Hassan Whiteside","C","MIA",28.5,0.599,0.49,0,11.9,0.1,0.7,2.6,1.6,14.5,8.0625,3.25
"Eric Bledsoe","PG,SG","PHO",35.7,0.452,0.794,1.2,5.3,6.1,1.7,0.6,3.2,18,12.9135802469136,5.44444444444444
"Mike Conley","PG","MEM",33,0.45,0.842,1.7,3,5.9,1.5,0.2,2.2,17,12.6,3.55714285714286
"Victor Oladipo","PG,SG","ORL",35.3,0.443,0.805,1.2,4.3,4.2,1.9,0.3,2.8,18.8,15.0833333333333,4.44444444444444
"Andre Drummond","PF,C","DET",33,0.513,0.401,0,14.3,0.9,0.9,2.1,1.7,17.2,11.719512195122,4.45121951219512
"Chris Bosh","PF,C","MIA",35.6,0.49,0.786,1.3,6.8,2,1,0.7,2,21.5,16.9318181818182,5.27272727272727
"Al Jefferson","PF,C","CHA",32,0.492,0.691,0,9,1.9,0.8,1.1,1.3,17.4,15.5384615384615,2.53846153846154
"Gordon Hayward","SG,SF","UTA",35.4,0.459,0.812,1.8,4.7,4.6,1.4,0.5,2.7,20.3,14.3026315789474,6.07894736842105
"Rudy Gay","SF,PF","SAC",35.7,0.456,0.843,1.1,6,3.4,1.3,0.8,2.8,21.9,16.4117647058824,5.77941176470588
"Jeff Teague","PG","ATL",31.4,0.465,0.863,1.1,2.5,7.3,1.8,0.4,2.9,16.8,12.1506849315068,4.36986301369863
"Derrick Favors","PF,C","UTA",32.5,0.52,0.672,0,8.6,1.5,1,1.8,1.8,16.9,12.4054054054054,4.48648648648649
"Trevor Ariza","SG,SF","HOU",35.3,0.419,0.803,2.3,5.4,2.5,1.9,0.2,1.7,12.8,11.0975609756098,1.74390243902439
"Tim Duncan","PF,C","SA",27.7,0.525,0.747,0,8.6,2.8,0.7,1.9,1.8,13.3,10.6363636363636,4.03896103896104
"Tobias Harris","SF,PF","ORL",35,0.477,0.791,1.1,6.9,1.8,1.1,0.6,1.6,17.4,13.9558823529412,3.60294117647059
"Marcin Gortat","C","WSH",30.6,0.554,0.696,0,8.8,1.3,0.6,1.4,1.3,11.8,9.45121951219512,2.13414634146341
"Dirk Nowitzki","PF,C","DAL",28.7,0.467,0.883,1.4,5.7,2,0.6,0.5,1.1,17.2,13.7922077922078,3.75324675324675
"Brandon Knight","PG,SG","PHO",33.5,0.431,0.835,1.9,3.8,5.3,1.4,0.2,2.9,18.3,14.0952380952381,3.53968253968254
"Kyle Korver","SG,SF","ATL",32.3,0.491,0.894,3.1,4,2.7,0.6,0.5,1.4,12.3,8,1.57333333333333
"Greg Monroe","PF,C","MIL",32.9,0.495,0.715,0,9.9,2.2,1.1,0.6,2,16.1,12.3623188405797,4.8695652173913
"Kenneth Faried","PF,C","DEN",31.5,0.524,0.668,0,11.3,1.3,1.1,0.9,1.8,16.2,9.81333333333333,3.84
"Goran Dragic","PG,SG","MIA",34.9,0.503,0.767,1.3,3.3,5.4,1.2,0.2,2.5,17.8,12.8461538461538,3
"Danny Green","SG,SF","SA",29.3,0.439,0.855,2.5,4.3,2,1.3,1,1.2,12.1,9.11111111111111,1.5679012345679
"Andrew Wiggins","SG,SF","MIN",38.2,0.451,0.78,0.6,5.5,2.2,1.1,0.6,2.4,20.7,13.8658536585366,5.68292682926829
"Reggie Jackson","PG,SG","DET",32,0.437,0.848,1.1,5,7.8,0.9,0.2,3,17,12.9350649350649,2.83116883116883
"DeMarre Carroll","SF,PF","TOR",33.3,0.481,0.758,2.1,5.7,2,1.5,0.3,1.3,13.9,9.19718309859155,2.54929577464789
"Kemba Walker","PG","CHA",34.6,0.401,0.831,1.3,3.6,5.4,1.5,0.4,1.9,17.3,15.8225806451613,4.56451612903226
"Karl-Anthony Towns","C","MIN",34.4,0.496,0.8,0.2,8.1,0.9,0.6,2,1.9,14.9,12.6666666666667,3
"DeMar DeRozan","SG,SF","TOR",35.3,0.424,0.83,0.5,4.3,3.4,1.1,0.2,2.1,20,16.5,7.23333333333333
"Danilo Gallinari","SF","DEN",32.3,0.419,0.862,2.3,5,2.2,1.1,0.5,1.6,17.3,9.6271186440678,3.23728813559322
"Giannis Antetokounmpo","SF,PF","MIL",33,0.495,0.747,0.3,7,2.7,1.2,1.3,2.2,13.6,9.62962962962963,4.28395061728395
"Jonas Valanciunas","C","TOR",30.3,0.559,0.782,0,9.6,0.7,0.4,1.3,1.7,14.4,8.15,3.45
"Monta Ellis","PG,SG","IND",37,0.442,0.769,1,3.6,6,1.9,0.3,3,20,16.925,3.7875
"Nicolas Batum","SG,SF","CHA",36.2,0.442,0.84,2,6.5,4.9,1.1,1,2.2,14.4,8.45070422535211,1.38028169014085
"Dwight Howard","PF,C","HOU",32.2,0.589,0.526,0,11.4,1.5,0.8,1.5,2.9,16.6,10.3170731707317,6.60975609756098
"Nikola Mirotic","SF,PF","CHI",23.2,0.434,0.816,1.7,5.9,1.2,0.8,0.8,1.5,13.9,7.60975609756098,3.46341463414634
"Dwyane Wade","PG,SG","MIA",31.3,0.482,0.753,0.3,3.4,4.7,1.3,0.4,3.1,19.7,17.4838709677419,5.96774193548387
"Chandler Parsons","SF,PF","DAL",36.8,0.469,0.73,2.5,5.7,3.8,1.1,0.3,2.1,18.8,12.5606060606061,2.92424242424242
"Zach Randolph","PF,C","MEM",31.5,0.477,0.757,0.1,10,2,0.8,0.2,2.1,14.7,13.1267605633803,4.19718309859155
"Kobe Bryant","SG,SF","LAL",34.8,0.386,0.822,1.4,5.4,5.4,1.2,0.2,3.7,20.2,20.3714285714286,6.88571428571429
"Elfrid Payton","PG","ORL",33.6,0.428,0.578,0.2,4.7,7.7,1.9,0.3,2.7,10.1,8.63414634146342,2.60975609756098
"Khris Middleton","SG,SF","MIL",30.3,0.463,0.855,2.1,4.2,2.3,1.4,0.2,1.6,14.8,11,1.9746835443038
"George Hill","PG,SG","IND",31.5,0.48,0.796,1.7,4.3,4.9,1.1,0.3,1.5,14.9,12.4418604651163,3.32558139534884
"Ricky Rubio","PG","MIN",32,0.367,0.806,0.6,4.2,8.5,2.2,0.1,2.9,9.8,9.95454545454546,3.22727272727273
"Isaiah Thomas","PG","BOS",29,0.434,0.865,2,2.5,5.8,1,0.1,2.3,19.3,11.8805970149254,5.19402985074627
"Jrue Holiday","PG","NOR",24.2,0.45,0.831,1.1,2.7,5.5,1.2,0.4,2,11.5,13.35,1.9
"Tyson Chandler","C","PHO",30.6,0.646,0.698,0,11,1.1,0.6,1.2,1.4,10,5.86666666666667,3.42666666666667
"Derrick Rose","PG","CHI",32.8,0.424,0.813,1.7,3.4,6.2,0.8,0.3,3.4,19.3,16.3725490196078,3.66666666666667
"Ty Lawson","PG","HOU",35.6,0.472,0.773,1.3,3.2,7.3,1.4,0.1,2.4,16.9,12.3466666666667,4.84
"Bradley Beal","SG","WSH",34.5,0.43,0.786,2.1,3.9,3.2,1.1,0.3,1.9,17.4,13.5079365079365,2.63492063492063
"Michael Carter-Williams","PG","MIL",31.5,0.42,0.726,0.4,4.9,6,1.9,0.5,3.3,13.9,13.7164179104478,4.34328358208955
"Joakim Noah","PF,C","CHI",29.8,0.461,0.693,0,9.1,4.5,0.8,1,1.9,8.4,6.37313432835821,2.59701492537313
"J.J. Redick","SG","LAC",31.6,0.467,0.907,2.6,2.2,2.3,0.6,0.1,1.4,16.6,12.025641025641,2.6025641025641
"Thaddeus Young","SF,PF","BKN",31.9,0.489,0.665,0.6,6,2.1,1.8,0.4,1.6,14.5,12.7368421052632,2.63157894736842
"Robert Covington","SG,SF","PHI",27.7,0.403,0.824,2.5,4.3,1.7,1.4,0.4,1.8,13.6,10.8,3.1
"Deron Williams","PG","DAL",32,0.412,0.83,1.5,3.2,6.4,1,0.3,2.5,13.9,11.3382352941176,3.54411764705882
"Jahlil Okafor","C","PHI",32.4,0.48,0.522,0,7.7,0.9,0.5,1,2,13.1,16.8571428571429,5.28571428571429
"Enes Kanter","C","OKC",30,0.514,0.77,0.1,8.9,0.8,0.5,0.5,2.1,13.4,12.3733333333333,3.12
"Ryan Anderson","PF,C","NOR",30.2,0.421,0.861,2.8,5.5,0.8,0.6,0.3,1.1,15.5,11.9508196721311,2.47540983606557
"Jabari Parker","SF,PF","MIL",27.5,0.459,0.735,0.2,5.6,1.1,0.9,0.7,1.8,12.5,10.52,2.64
"Terrence Jones","SF,PF","HOU",30.2,0.531,0.611,0.4,7.6,1.3,0.7,1.8,1.2,12.2,9.06060606060606,2.84848484848485
"Wesley Matthews","SG,SF","DAL",32,0.43,0.797,2.7,3.3,2.1,1.1,0.2,1.3,15.9,12.5333333333333,2.41666666666667
"Ersan Ilyasova","SF,PF","DET",27.8,0.456,0.787,1.3,6.3,1.3,0.8,0.4,1.1,13.5,9.60344827586207,1.8448275862069
"Markieff Morris","PF,C","PHO",32.8,0.464,0.771,0.7,6.7,2.3,1.2,0.6,2.1,15.8,13.4146341463415,2.82926829268293
"Robin Lopez","C","NY",33.7,0.54,0.785,0,8.9,1.1,0.4,1.8,1.4,13.7,7.40677966101695,2.15254237288136
"Gorgui Dieng","PF,C","MIN",31.2,0.505,0.769,0,9.1,1.9,1,1.8,1.8,9.3,7.01369863013699,3.34246575342466
"Kevin Martin","SG,SF","MIN",27.9,0.432,0.885,1.8,2.8,1.7,0.8,0.1,1.5,15.3,16.025641025641,4.94871794871795
"Eric Gordon","SG","NOR",32.5,0.422,0.807,2.5,2.5,3.2,0.9,0.2,2.1,14.1,11.3770491803279,2.18032786885246
"David Lee","PF,C","BOS",32.3,0.519,0.776,0,9.1,2.7,0.7,0.4,2,16.8,6.38775510204082,2.12244897959184
"Tyreke Evans","PG,SG","NOR",34.3,0.448,0.754,1,5.1,6.7,1.3,0.5,3,17.3,14.746835443038,3.68354430379747
"C.J. McCollum","PG,SG","POR",26.8,0.43,0.729,1.7,2.5,2,1.1,0.2,1.6,13.2,5.88709677419355,1.17741935483871
"Emmanuel Mudiay","PG","DEN",34.1,0.391,0.554,0.9,4.4,6.3,1.2,0.3,4.1,13.6,13.4285714285714,3.71428571428571
"Meyers Leonard","PF,C","POR",23.7,0.511,0.819,1.1,6.4,0.9,0.3,0.5,1.1,9.7,4.45454545454545,0.581818181818182
"D'Angelo Russell","PG","LAL",28.8,0.404,0.745,1.5,4.4,5.6,1.2,0.2,3.6,13.6,9.5,0.833333333333333
"Roy Hibbert","C","LAL",29.9,0.445,0.772,0,7.9,1.3,0.3,2.2,1.8,11,9.3421052631579,2.68421052631579
"Wilson Chandler","SG,SF","DEN",31.8,0.433,0.765,1.9,5.8,1.8,0.8,0.4,1.4,14.4,12.5,1.82051282051282
"Rajon Rondo","PG","SAC",31,0.41,0.485,0.5,4.5,7.2,1.5,0.1,3.2,8.2,9.48529411764706,1.14705882352941
"Joe Johnson","SG,SF","BKN",32.4,0.438,0.8,1.4,3.7,3.2,0.7,0.2,1.6,13.6,12.8125,2.2
"J.R. Smith","SG,SF","CLE",30.9,0.428,0.75,2.8,2.7,2.8,1.4,0.3,1.2,13.2,10.7857142857143,1.02857142857143
"Luol Deng","SF,PF","MIA",32.9,0.459,0.775,1,5,2.2,0.9,0.3,1.5,12.9,10.9305555555556,3.48611111111111
"Al-Farouq Aminu","SF,PF","POR",30.6,0.44,0.737,0.5,7.6,2,1.3,1,1.5,9.4,4.82432432432432,1.59459459459459
"Andrew Bogut","C","GS",23.2,0.572,0.457,0,8.1,2.2,0.6,1.7,1.4,6.2,5.29850746268657,0.626865671641791
"Ed Davis","PF,C","POR",29.6,0.579,0.529,0,8.9,1.4,0.7,1.4,1.1,11.8,5.93670886075949,2.39240506329114
"Timofey Mozgov","C","CLE",24.6,0.544,0.732,0,6.8,0.7,0.4,1.2,1.5,9.3,6.98765432098765,2.66666666666667
"Marcus Smart","PG","BOS",30.5,0.398,0.668,1.6,4.1,3.5,1.7,0.3,1.8,11.2,7.11940298507463,1.8955223880597
"Jarrett Jack","PG,SG","BKN",36.3,0.461,0.868,0.8,3.8,6.8,1.1,0.2,2.7,16.3,10.2125,2.8375
"Stanley Johnson","SF","DET",27.7,0.433,0.742,0.8,5.3,0.9,1.1,0.3,1.3,10.5,8,1.85714285714286
"Harrison Barnes","SF,PF","GS",28.5,0.484,0.724,1.1,5.5,1.4,0.9,0.2,1,10.6,8,1.82926829268293
"Jared Sullinger","PF,C","BOS",26.4,0.445,0.755,0.7,7.8,1.9,0.6,0.7,1.4,13,12.2068965517241,2.22413793103448
"Jordan Clarkson","PG,SG","LAL",32.2,0.455,0.839,0.9,4,4.9,1.1,0.3,2.3,13.8,10.1016949152542,2.67796610169492
"Andre Iguodala","SG,SF","GS",27,0.468,0.607,0.9,3.1,3.2,1.2,0.3,1.2,8.4,6.44155844155844,1.48051948051948
"Patrick Patterson","PF,C","TOR",20.7142857142857,0.348837209302326,1,1.28571428571429,2.57142857142857,1.28571428571429,0.857142857142857,0.428571428571429,1,5.85714285714286,6.60493827160494,0.987654320987654
"Tony Parker","PG","SA",28.4,0.495,0.806,0.4,2,5,0.6,0.1,2.1,13.8,12.2352941176471,2.44117647058824
"Kentavious Caldwell-Pope","SG","DET",33.6,0.41,0.708,2,3.3,1.4,1.3,0.2,1.1,13.9,11.8536585365854,1.92682926829268
"Avery Bradley","PG,SG","BOS",32,0.432,0.792,1.6,3.3,1.8,1.1,0.2,1.5,14.5,13.1558441558442,1.2987012987013
"Amir Johnson","PF,C","BOS",28.5,0.567,0.646,0.2,6.7,1.6,0.8,1.1,1.6,10.1,6.92,1.72
"Jusuf Nurkic","C","DEN",27.6,0.457,0.65,0,9.6,1.3,1,1.7,2,10.9,6.17741935483871,2.12903225806452
"Jae Crowder","SF,PF","BOS",29.8,0.384615384615385,0.782608695652174,0.8,6,2.2,3,0.6,2.4,10.4,6.64634146341463,1.71951219512195
"Julius Randle","PF","LAL",31.2,0.432,0.629,0.1,9.2,0.9,0.6,0.7,2.4,12.9,3,2
"Brandon Jennings","PG","DET",26.5,0.381,0.8,1.6,2.3,5.7,1,0.1,2,12.5,13.2439024390244,3.48780487804878
"Alec Burks","PG,SG","UTA",30.5,0.43,0.773,1.1,3.7,2.8,0.8,0.2,1.9,14,11.1111111111111,4.77777777777778
"Kevin Garnett","PF,C","MIN",15.5,0.333333333333333,0.333333333333333,0,5.16666666666667,1.16666666666667,0.666666666666667,0.333333333333333,0.166666666666667,2.33333333333333,6.51063829787234,0.957446808510638
"Tristan Thompson","PF,C","CLE",28.7,0.512,0.652,0,9.2,0.7,0.5,0.7,1.2,9.8,5.95121951219512,3.02439024390244
"Iman Shumpert","SG,SF","CLE",23.9,0.401,0.7,1.2,3.5,1.6,1.3,0.2,1.2,7.4,7.59677419354839,1.03225806451613
"Darren Collison","PG","SAC",28.7,0.47,0.821,1,2.4,4.3,1.2,0.2,2,11.6,12.2222222222222,4.08888888888889
"Seth Curry","PG","SAC",6.75,0.7,NA,0.75,0.25,1.5,0,0,0,4.25,1.5,0
"Tony Allen","SG,SF","MEM",25.8,0.486,0.651,0.1,4.4,1.4,1.9,0.5,1.4,8.3,7.22222222222222,2
"Jamal Crawford","SG,SF","LAC",25.1,0.408,0.884,1.8,1.8,2.4,0.8,0.2,1.5,13.9,13.109375,3.9375
"Carlos Boozer","PF,C","LAL",1692,0.499327052489906,0.626666666666667,0,6.7887323943662,1.33802816901408,0.577464788732394,0.169014084507042,1.29577464788732,11.7746478873239,10.4647887323944,2.11267605633803
"David West","PF","SA",26.6,0.491,0.759,0,6,2.8,0.7,0.7,1.6,10.6,10.3939393939394,2.43939393939394
"Boris Diaw","PF,C","SA",19.1428571428571,0.5625,0.571428571428571,0.428571428571429,1.85714285714286,3.71428571428571,0.428571428571429,0.571428571428571,1,6.14285714285714,7.80246913580247,1.14814814814815
"Amar'e Stoudemire","PF,C","MIA",12,0.5,0.720430107526882,0,3,0,0,0,0,2,8.30508474576271,3.15254237288136
"Trey Burke","PG","UTA",32.8,0.393,0.809,1.7,3,5.1,0.9,0.2,1.8,14.3,13.2236842105263,1.90789473684211
"Nikola Pekovic","C","MIN",24.2,0.488,0.78,0,6.6,0.7,0.5,0.4,1.2,10.2,10.5806451612903,4.16129032258065
"Derrick Williams","SF,PF","NY",15.8571428571429,0.403508771929825,0.757575757575758,0.428571428571429,2.28571428571429,0.428571428571429,0.428571428571429,0.285714285714286,1,10.5714285714286,6.55405405405405,2.64864864864865
"Nick Young","SG,SF","LAL",22.3,0.399,0.861,1.5,2.1,0.9,0.5,0.2,1,11.3,11.3333333333333,3.52380952380952
"Isaiah Canaan","PG","PHI",24.4,0.401,0.793,2.4,2.3,2.5,0.8,0.1,1.7,11.4,7.875,1.25
"Lou Williams","PG,SG","LAL",24.2,0.406,0.86,1.3,1.9,2.4,0.9,0.1,1.3,11.6,11.6,4.9375
"Josh Smith","SF,PF","LAC",25.8,0.447,0.514,0.9,5.7,2.8,1.1,1.6,2.2,11.8,11.8915662650602,3.07228915662651
"Michael Kidd-Gilchrist","SF","CHA",17.2,0.481,0.667,0,5,0.8,0.4,0.6,0.6,6.8,8.76363636363636,3.89090909090909
"Aaron Gordon","SF,PF","ORL",25.8,0.455,0.727,1.5,5.4,1,0.9,0.7,1.2,8.6,4.42553191489362,1.29787234042553
"Paul Pierce","SF,PF","LAC",24.8,0.449,0.792,1.7,3.7,2.2,0.5,0.3,1.5,11.5,8.98630136986301,2.87671232876712
"Kelly Olynyk","C","BOS",17,0.379310344827586,0.666666666666667,1,4.5,1.25,1.75,1,1.5,7.5,8.25,2.125
"Mario Chalmers","PG,SG","MIA",27,0.418,0.768,1,2.4,3.1,1.5,0.1,1.9,9.1,8.2875,3.325
"Gerald Green","SG,SF","MIA",21.3333333333333,0.32258064516129,1,2.33333333333333,0.666666666666667,0.333333333333333,0,0,1,10.3333333333333,10.5135135135135,1.62162162162162
"Otto Porter","SF","WSH",29.3,0.455,0.751,1.2,6.6,1.6,1,0.6,1.5,12.2,5.28378378378378,1.06756756756757
"Terrence Ross","SG,SF","TOR",17.4285714285714,0.363636363636364,1,1,1.85714285714286,0.714285714285714,0.714285714285714,0.142857142857143,0.857142857142857,6.28571428571429,9.18292682926829,0.682926829268293
"Marco Belinelli","SG,SF","SAC",27.875,0.37037037037037,0.814814814814815,1.875,1.625,3.125,0.625,0,1.375,12.125,7.58064516129032,1.59677419354839
"Tim Hardaway Jr.","SG,SF","ATL",19.6,0.402,0.814,1.3,1.6,1.2,0.3,0.1,0.8,9,10.2428571428571,2.22857142857143
"Anderson Varejao","PF,C","CLE",20.9,0.519,0.707,0,5.8,1.5,0.7,0.5,1,7.4,7.69230769230769,1.73076923076923
"Luis Scola","PF,C","TOR",21.8571428571429,0.433962264150943,0.5,0.571428571428571,7.14285714285714,1.28571428571429,0.857142857142857,0.285714285714286,1.28571428571429,7.28571428571429,7.92592592592593,2.79012345679012
"Brandon Bass","PF,C","LAL",28.1,0.487,0.813,0.1,5.5,1.3,0.5,0.6,1.2,10.2,8.32926829268293,2.60975609756098
"Taj Gibson","PF,C","CHI",27.2,0.491,0.724,0,6.4,1.1,0.5,1.3,1.4,9.6,8.16129032258065,2.96774193548387
"Jeff Green","SG,SF","MEM",29.6,0.429,0.816,0.9,4,1.6,0.6,0.5,1.5,12.4,12.3974358974359,3.67948717948718
"Jordan Hill","PF,C","IND",25.5,0.478,0.717,0,7.7,1.3,0.5,0.8,1.4,9.8,11.1,2.4
"Andrea Bargnani","PF,C","BKN",25.4,0.441,0.819,0.8,4.1,1,0.2,0.7,1.3,11.3,12.448275862069,3.68965517241379
"Ben McLemore","SG","SAC",32.7,0.438,0.811,1.7,3.1,1.6,1.1,0.2,1.6,12.3,10.1341463414634,1.95121951219512
"Mason Plumlee","PF,C","POR",31.2,0.535,0.529,0,8.7,1.4,1.2,1.2,1.9,11.9,5.96341463414634,3.86585365853659
"Lance Stephenson","SG,SF","LAC",27,0.448,0.664,0.6,3.9,3.4,0.7,0.1,2,9.6,9.01639344262295,1.80327868852459
"Manu Ginobili","SG,SF","SA",22.1,0.438,0.765,1.2,2.8,3.9,1,0.3,2.1,10.2,8.41428571428571,2.91428571428571
"Steven Adams","C","OKC",25.5714285714286,0.625,0.555555555555556,0,5.57142857142857,1,0.428571428571429,2.28571428571429,1.42857142857143,6.42857142857143,5.7,2.92857142857143
"Kristaps Porzingis","PF","NY",30.5,0.466,0.755,0.7,3.6,1.1,0.8,1.1,1.8,12.8,10.8571428571429,3.71428571428571
"Cody Zeller","PF,C","CHA",21.5,0.433333333333333,0.733333333333333,0,5.33333333333333,0.333333333333333,1.16666666666667,0.333333333333333,0.666666666666667,6.16666666666667,6.01612903225806,2.64516129032258
"Patty Mills","PG","SA",21.2857142857143,0.521739130434783,0.5,1.71428571428571,1.85714285714286,3,1.14285714285714,0,1,8.71428571428571,6.58823529411765,0.784313725490196
"Doug McDermott","SF","CHI",21.375,0.532258064516129,0.8,2.375,2.125,0.75,0.125,0,0.75,11.125,2.97222222222222,0.416666666666667
"Zach LaVine","PG,SG","MIN",32.7,0.42,0.84,1.2,3.7,4.7,0.9,0.2,3.3,14.3,8.79220779220779,2.2987012987013
"Nene Hilario","PF,C","WSH",24.6,0.505,0.617,0.1,5.1,2.1,1,0.5,1.9,10.3,8.83823529411765,2.97058823529412
"Willie Cauley-Stein","C","SAC",22.2,0.461,0.514,0,4.7,0.5,0.7,1.9,0.7,6.5,3.875,2.125
"Justise Winslow","SF","MIA",26.5,0.45,0.668,0.9,5.6,1.1,1.2,0.7,1.6,10.5,6.57142857142857,0.857142857142857
"Mo Williams","PG,SG","CLE",30.2,0.405,0.88,1.7,2.6,6.1,0.8,0.2,2.6,13.8,12.6470588235294,2.75
"O.J. Mayo","PG,SG","MIL",23.9,0.426,0.832,1.4,2.5,2.7,0.7,0.2,1.8,10.7,9.87323943661972,1.95774647887324
"Omer Asik","PF,C","NOR",25.7,0.525,0.584,0,9.4,0.9,0.4,0.8,1.4,7.5,5.35064935064935,2.92207792207792
"Frank Kaminsky","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeremy Lin","PG,SG","CHA",27.8,0.431,0.805,1,2.7,4.8,1.2,0.4,2.4,12,8.83783783783784,3.62162162162162
"Mario Hezonja","SG","ORL",26.4,0.431,0.735,1.3,2,0.9,0.4,0.2,1.2,10.4,4.875,0.25
"Marvin Williams","SF,PF","CHA",31.8333333333333,0.472727272727273,0.8,2,8.83333333333333,2,0.166666666666667,0.833333333333333,1,11.3333333333333,6.34615384615385,1.11538461538462
"Aaron Brooks","PG","CHI",22.3,0.419,0.837,1.3,2,3.1,0.7,0.2,1.8,10.5,9.96341463414634,2.1219512195122
"P.J. Tucker","SG,SF","PHO",33.6,0.439,0.742,1.3,7,1.6,1.4,0.3,1.5,11.2,7.64102564102564,1.83333333333333
"Dion Waiters","SG,SF","OKC",26.1,0.408,0.689,1,2.3,1.9,1.1,0.2,1.5,11.2,11.825,2.15
"Evan Turner","SG,SF","BOS",28.3,0.432,0.771,0.5,5.1,5,1,0.2,2.4,10.4,9.09756097560976,1.71951219512195
"Jose Calderon","PG","NY",27.4,0.443,0.867,1.4,2.4,4.5,0.7,0.1,1.4,9.3,8.42857142857143,0.761904761904762
"Arron Afflalo","SG,SF","NY",35.1,0.44,0.835,1.9,3.5,2.7,0.6,0.1,1.8,17.2,11.3333333333333,2.53846153846154
